# %ECSV 1.0
# ---
# datatype:
# - {name: ST, datatype: string}
# - {name: WMF, datatype: float64}
# - {name: T_eq, datatype: float64}
# - {name: M_p, datatype: float64}
# - {name: Age, datatype: float64}
# - {name: R_b, datatype: float64}
# - {name: R_20mbar, datatype: float64}
# - {name: R_1mibar, datatype: float64}
# - {name: T_b, datatype: float64}
# - {name: T_int, datatype: float64}
# - {name: s_env, datatype: float64}
# - {name: I/MR^2, datatype: float64}
# - {name: L_env, datatype: float64}
# - {name: L_rad, datatype: float64}
# - {name: L_core, datatype: float64}
# - {name: L_grav, datatype: float64}
# - {name: u_tot, datatype: float64}
# meta: !!omap
# - comments: [Evolutionary tracks from the Steam Worlds Evolution Extended in Temperature model (Aguichine+2025), '', 'Model summary:',
#     'Earth-like core (32.5% iron-sulfur alloy, 67.5% mantle with Earth-like Fe/Si ratio)', Pure H2O envelope and pure H2O atmosphere
#       connected at P_b = 1000 bar, '', 'Parameters:', 'ST: Stellar Type (M or G), for radiative transfer in the atmosphere', 'WMF: Water
#       Mass Fraction, between 0.001 and 1', 'T_eq: Equilibrium temperature (K), between 500 K and 700 K', 'M_p: Planet mass (M_e), between
#       0.2 M_E and 20.0 M_E', 'Age: Host star age (Gyr), between 0.001 Gyr and 20 Gyr, assuming the planet formed at t_0 = 1 Myr (can
#       be adjusted)', '', 'Model outputs:', 'R_b: Planet radius (R_E) at 1000 bar', 'R_20mbar : Planet radius (R_E) at 20 mbar, pressure
#       level where pure steam is opaque at 1 micron', 'R_1mibar : Planet radius (R_E) at 1 microbar (0.1 Pa), pressure level of aerosols/haze
#       formation', 'T_b: Temperature (K) at 1000 bar)', 'T_int: Intrinsic temperature (K), nominal values are between 10 K and 400 K',
#     's_env: Specific entropy of H2O in the envelope (in J/K/kg)', 'I/MR^2: Normalized moment of inertia', '', 'Sources of energy for
#       the cooling, expressed as luminosities (in W):', 'L_env: energy from the H2O envelope (thermal + gravitational)', 'L_rad: radiogenic
#       heat produced in the core', 'L_core: thermal energy of the core', 'L_grav: gravitational energy of the core', 'u_tot: total energy
#       of the planet, obtained by fully integrating thermal (cp*T*dm) and gravitational energy', '', '', 'By construction:', L_env +
#       L_rad + L_core + L_grav = L_int = (4 * Pi * R_p**2) * (sigma_SB * T_int**4), d u_tot / d t = -L_int + L_rad, '', 'NB: The last
#       line of each track represents an estimate of the time until "full exhaustion".', '########################################################################################################',
#     ST    WMF    T_eq          M_p       Age       R_b  R_20mbar  R_1mibar       T_b     T_int           s_env          I/MR^2        L_env         L_rad        L_core        L_grav        u_tot]
# schema: astropy-2.0
ST WMF T_eq M_p Age R_b R_20mbar R_1mibar T_b T_int s_env I/MR^2 L_env L_rad L_core L_grav u_tot
M 0.2 900.0 15.69519941 2.0 2.38866 2.42917 2.45588 1770.68 56.14 10918.025 0.26019798 409291000000000.0 1259660000000000.0 107879000000000.0 10213900000000.0 -2.85223e+34
M 0.2 900.0 15.69519941 5.0 2.38802 2.42846 2.45516 1755.57 48.29 10884.754 0.26031 216643000000000.0 699347000000000.0 57101800000000.0 5406370000000.0 -2.85282e+34
M 0.2 900.0 15.69519941 10.0 2.38802 2.42846 2.45516 1755.57 48.29 10884.754 0.26031 144429000000000.0 687956000000000.0 38067800000000.0 3604250000000.0 -2.85282e+34
M 0.2 900.0 15.69519941 20.0 2.38802 2.42846 2.45516 1755.57 48.29 10884.754 0.26031 6037.12 665174000000000.0 1591.23 150.657 -2.85282e+34
M 0.2 900.0 20.0 0.001 2.69488 2.78867 2.81794 6563.86 1436.01 16520.0 0.23504 0.0 0.0 0.0 0.0 -4.1642e+34
M 0.2 900.0 20.0 0.0015 2.61901 2.67935 2.705 4100.11 669.9 14476.197 0.24683 3.12672e+19 4316520000000000.0 8.15613e+18 1.0497e+18 -4.26227e+34
M 0.2 900.0 20.0 0.002 2.60427 2.65966 2.68478 3728.46 556.71 14062.212 0.24912 1.47407e+19 4315370000000000.0 3.84515e+18 4.94875e+17 -4.28132e+34
M 0.2 900.0 20.0 0.003 2.59055 2.64151 2.66624 3394.2 459.26 13651.87 0.251252 6.76017e+18 4313060000000000.0 1.76341e+18 2.26952e+17 -4.29905e+34
M 0.2 900.0 20.0 0.005 2.57811 2.62529 2.64969 3093.39 375.29 13246.209 0.253185 2.98099e+18 4308430000000000.0 7.77599e+17 1.00078e+17 -4.31514e+34
M 0.2 900.0 20.0 0.01 2.56587 2.60941 2.63353 2767.27 292.98 12761.626 0.25508 1.09617e+18 4296960000000000.0 2.85939e+17 3.68007e+16 -4.33096e+34
M 0.2 900.0 20.0 0.02 2.55636 2.59732 2.62122 2535.17 234.27 12385.021 0.2565576 4.43717e+17 4274120000000000.0 1.15745e+17 1.48965e+16 -4.34325e+34
M 0.2 900.0 20.0 0.03 2.55161 2.59137 2.61516 2425.57 206.51 12197.193 0.25730071 2.65976e+17 4251460000000000.0 6.93803e+16 8929330000000000.0 -4.34938e+34
M 0.2 900.0 20.0 0.05 2.5463 2.58493 2.6086 2288.54 176.63 11952.739 0.25812798 1.40023e+17 4206250000000000.0 3.65252e+16 4700840000000000.0 -4.35625e+34
M 0.2 900.0 20.0 0.1 2.5401 2.57752 2.60107 2130.47 143.41 11656.599 0.259091 5.89349e+16 4095930000000000.0 1.53733e+16 1978560000000000.0 -4.36426e+34
M 0.2 900.0 20.0 0.2 2.53492 2.57142 2.59486 2007.76 117.67 11415.432 0.25989105 2.50806e+16 3886340000000000.0 6542330000000000.0 842006000000000.0 -4.37096e+34
M 0.2 900.0 20.0 0.5 2.52945 2.56527 2.58859 1883.44 91.37 11160.097 0.26074155 7660420000000000.0 3322720000000000.0 1998240000000000.0 257176000000000.0 -4.37804e+34
M 0.2 900.0 20.0 1.0 2.52677 2.56224 2.58551 1803.26 70.44 10989.073 0.26115933 1693690000000000.0 2556420000000000.0 441802000000000.0 56860500000000.0 -4.38149e+34
M 0.2 900.0 20.0 2.0 2.52548 2.56082 2.58406 1772.8 58.99 10922.665 0.261361 652599000000000.0 1570370000000000.0 170232000000000.0 21909000000000.0 -4.38316e+34
M 0.2 900.0 20.0 5.0 2.52414 2.55937 2.58258 1745.37 40.49 10862.196 0.26156295 194082000000000.0 382125000000000.0 50626700000000.0 6515720000000.0 -4.38489e+34
M 0.2 900.0 20.0 10.0 2.52388 2.55909 2.5823 1739.61 27.12 10849.422 0.26160537 92103200000000.0 193971000000000.0 24025300000000.0 3092090000000.0 -4.38523e+34
M 0.2 900.0 20.0 20.0 2.52381 2.559 2.58221 1736.29 10.0 10842.039 0.26162 3877.55 141248000000000.0 1011.47 130.178 -4.38533e+34
M 0.2 1100.0 0.2 0.001 1.43269 4.02776 5.14712 6563.86 649.87 16520.0 0.15154 0.0 0.0 0.0 0.0 2.03122e+30
M 0.2 1100.0 0.2 0.0015 1.11841 2.27442 2.95795 3901.99 296.79 14260.568 0.17554 2.23347e+17 43165000000000.0 3.48853e+16 2.60572e+16 -4.62394e+30
M 0.2 1100.0 0.2 0.002 1.06173 2.02665 2.62927 3576.47 255.21 13880.496 0.17986 1.10101e+17 43153600000000.0 1.71971e+16 1.28452e+16 -5.82406e+30
M 0.2 1100.0 0.2 0.003 1.00657 1.79705 2.31738 3286.27 217.49 13510.555 0.18407 5.22203e+16 43130600000000.0 8156460000000000.0 6092380000000000.0 -6.9922e+30
M 0.2 1100.0 0.2 0.005 0.95941 1.62851 2.09879 2900.36 167.68 12965.397 0.18767 1.67335e+16 43084100000000.0 2613660000000000.0 1952240000000000.0 -7.99076e+30
M 0.2 1100.0 0.2 0.01 0.92865 1.52317 1.96647 2553.74 123.11 12416.181 0.19002143 4542270000000000.0 42969400000000.0 709472000000000.0 529932000000000.0 -8.64206e+30
M 0.2 1100.0 0.2 0.02 0.9092 1.46198 1.88784 2327.98 96.23 12024.229 0.19150957 1604730000000000.0 42740900000000.0 250648000000000.0 187219000000000.0 -9.05395e+30
M 0.2 1100.0 0.2 0.03 0.90036 1.43573 1.85355 2223.06 84.1 11831.968 0.192184 904914000000000.0 42514100000000.0 141341000000000.0 105573000000000.0 -9.24111e+30
M 0.2 1100.0 0.2 0.05 0.89107 1.40945 1.81872 2116.49 71.62 11629.649 0.19289354 451782000000000.0 42066200000000.0 70565300000000.0 52708000000000.0 -9.43793e+30
M 0.2 1100.0 0.2 0.1 0.88117 1.38277 1.78285 2004.02 57.19 11407.913 0.19364318 162388000000000.0 40971400000000.0 25364000000000.0 18945300000000.0 -9.64753e+30
M 0.2 1100.0 0.2 0.2 0.87483 1.36625 1.76038 1931.07 45.24 11259.299 0.19412743 45961900000000.0 38919100000000.0 7178930000000.0 5362230000000.0 -9.7819e+30
M 0.2 1100.0 0.2 0.5 0.87148 1.35776 1.74874 1893.65 36.16 11181.531 0.19438503 6027840000000.0 34044000000000.0 941508000000.0 703249000000.0 -9.85273e+30
M 0.2 1100.0 0.2 1.0 0.8707 1.35581 1.74607 1885.37 33.33 11164.173 0.19444837 1688190000000.0 27528200000000.0 263683000000.0 196955000000.0 -9.86918e+30
M 0.2 1100.0 0.2 2.0 0.86971 1.35332 1.74263 1874.35 28.9 11140.982 0.19452024 907062000000.0 15651000000000.0 141677000000.0 105824000000.0 -9.89027e+30
M 0.2 1100.0 0.2 5.0 0.869 1.35147 1.74011 1863.51 19.51 11118.074 0.19457424 242207000000.0 3169660000000.0 37831000000.0 28257500000.0 -9.90524e+30
M 0.2 1100.0 0.2 10.0 0.86855 1.35042 1.73863 1861.05 11.25 11112.884 0.1946105 95602800000.0 371722000000.0 14932500000.0 11153700000.0 -9.91485e+30
M 0.2 1100.0 0.2 20.0 0.86848 1.35027 1.73841 1860.69 10.0 11112.118 0.19462 3.99619 257932000000.0 0.62418 0.466223 -9.9163e+30
M 0.2 1100.0 0.254855 0.001 1.48665 3.79875 4.78649 6563.86 676.91 16520.0 0.15912 0.0 0.0 0.0 0.0 3.21305e+29
M 0.2 1100.0 0.254855 0.0015 1.08384 1.87783 2.351 3813.9 306.6 14161.043 0.18499 2.32321e+17 55004200000000.0 3.51512e+16 3.66212e+16 -1.11992e+31
M 0.2 1100.0 0.254855 0.002 1.04326 1.7283 2.16865 3374.14 241.6 13625.944 0.18759 8.30501e+16 54989400000000.0 1.25658e+16 1.30914e+16 -1.236e+31
M 0.2 1100.0 0.254855 0.003 1.01231 1.62199 2.03676 3063.06 195.59 13203.206 0.18958 3.35367e+16 54960000000000.0 5074250000000000.0 5286460000000000.0 -1.3245e+31
M 0.2 1100.0 0.254855 0.005 0.9883 1.54003 1.93493 2756.4 155.17 12744.614 0.19112333 1.26568e+16 54901300000000.0 1915020000000000.0 1995110000000000.0 -1.39319e+31
M 0.2 1100.0 0.254855 0.01 0.96646 1.46982 1.84624 2501.27 121.17 12327.619 0.19252333 4483350000000000.0 54755300000000.0 678349000000000.0 706719000000000.0 -1.45564e+31
M 0.2 1100.0 0.254855 0.02 0.95026 1.42155 1.78404 2299.96 96.5 11973.542 0.19356135 1718730000000000.0 54464400000000.0 260051000000000.0 270927000000000.0 -1.50197e+31
M 0.2 1100.0 0.254855 0.03 0.94247 1.3997 1.75542 2204.55 85.02 11797.34 0.19406588 1003550000000000.0 54175500000000.0 151842000000000.0 158192000000000.0 -1.52424e+31
M 0.2 1100.0 0.254855 0.05 0.9341 1.37711 1.72548 2102.75 72.54 11603.023 0.19460388 504522000000000.0 53604700000000.0 76336300000000.0 79528900000000.0 -1.5482e+31
M 0.2 1100.0 0.254855 0.1 0.92527 1.35425 1.69481 1993.9 57.78 11387.526 0.19516602 177757000000000.0 52213200000000.0 26895400000000.0 28020300000000.0 -1.57344e+31
M 0.2 1100.0 0.254855 0.2 0.91969 1.34039 1.67597 1927.65 46.06 11252.247 0.19552436 50958600000000.0 49615600000000.0 7710250000000.0 8032710000000.0 -1.58941e+31
M 0.2 1100.0 0.254855 0.5 0.91671 1.33318 1.66609 1893.56 37.26 11181.342 0.19571482 6977760000000.0 43365900000000.0 1055760000000.0 1099920000000.0 -1.59791e+31
M 0.2 1100.0 0.254855 1.0 0.91611 1.33171 1.66408 1886.39 34.42 11166.302 0.19575826 1567990000000.0 33632800000000.0 237244000000.0 247166000000.0 -1.59965e+31
M 0.2 1100.0 0.254855 2.0 0.91522 1.32959 1.66117 1876.02 30.25 11144.508 0.19581185 1329950000000.0 19757900000000.0 201226000000.0 209642000000.0 -1.60217e+31
M 0.2 1100.0 0.254855 5.0 0.91441 1.32762 1.65846 1865.14 20.3 11121.532 0.19586387 322704000000.0 3879410000000.0 48826400000.0 50868400000.0 -1.60449e+31
M 0.2 1100.0 0.254855 10.0 0.91416 1.32701 1.65762 1862.52 10.59 11115.992 0.19588 67483200000.0 373085000000.0 10210500000.0 10637500000.0 -1.60523e+31
M 0.2 1100.0 0.254855 20.0 0.91414 1.32697 1.65757 1862.38 10.0 11115.683 0.19588 2.34701 219786000000.0 0.355112 0.369964 -1.60528e+31
M 0.2 1100.0 0.32475535 0.001 1.5451 3.56775 4.42463 6563.86 705.02 16520.0 0.17008 0.0 0.0 0.0 0.0 -2.69615e+30
M 0.2 1100.0 0.32475535 0.0015 1.13008 1.82978 2.23754 3901.99 332.93 14260.568 0.19248 3.3888e+17 70090600000000.0 4.95538e+16 7.1083e+16 -1.91561e+31
M 0.2 1100.0 0.32475535 0.002 1.08667 1.67373 2.04784 3384.68 253.6 13639.583 0.194815 1.05586e+17 70071800000000.0 1.54397e+16 2.21476e+16 -2.08778e+31
M 0.2 1100.0 0.32475535 0.003 1.05598 1.5726 1.92241 3061.21 203.23 13200.565 0.19647 4.11497e+16 70034400000000.0 6017240000000000.0 8631500000000000.0 -2.2095e+31
M 0.2 1100.0 0.32475535 0.005 1.03264 1.49726 1.82855 2749.19 160.31 12733.285 0.19772889 1.51897e+16 69959500000000.0 2221160000000000.0 3186170000000000.0 -2.30203e+31
M 0.2 1100.0 0.32475535 0.01 1.01192 1.43409 1.74862 2488.92 124.49 12306.567 0.19884875 5283740000000000.0 69773400000000.0 772631000000000.0 1108310000000000.0 -2.38425e+31
M 0.2 1100.0 0.32475535 0.02 0.9965 1.39345 1.69728 2296.51 99.75 11967.269 0.19968471 2082320000000000.0 69402700000000.0 304494000000000.0 436785000000000.0 -2.44537e+31
M 0.2 1100.0 0.32475535 0.03 0.98903 1.37594 1.67548 2199.4 87.57 11787.673 0.20008698 1199640000000000.0 69034300000000.0 175421000000000.0 251634000000000.0 -2.47499e+31
M 0.2 1100.0 0.32475535 0.05 0.98111 1.358 1.65296 2094.98 74.17 11587.922 0.20051294 584822000000000.0 68305400000000.0 85517300000000.0 122671000000000.0 -2.50644e+31
M 0.2 1100.0 0.32475535 0.1 0.97305 1.34049 1.63075 1988.24 59.0 11376.102 0.20094741 203970000000000.0 66539500000000.0 29826200000000.0 42784500000000.0 -2.5384e+31
M 0.2 1100.0 0.32475535 0.2 0.96792 1.32992 1.61716 1925.96 47.25 11248.736 0.20122248 59069000000000.0 63225800000000.0 8637550000000.0 12390200000000.0 -2.55876e+31
M 0.2 1100.0 0.32475535 0.5 0.9653 1.32461 1.6103 1893.85 38.53 11181.929 0.20136192 7835140000000.0 55285800000000.0 1145720000000.0 1643490000000.0 -2.56915e+31
M 0.2 1100.0 0.32475535 1.0 0.96479 1.32359 1.60897 1887.26 35.57 11168.128 0.20139378 1490750000000.0 43296000000000.0 217990000000.0 312698000000.0 -2.57115e+31
M 0.2 1100.0 0.32475535 2.0 0.96406 1.32211 1.60706 1877.75 31.26 11148.135 0.20143293 1422390000000.0 25275000000000.0 207994000000.0 298359000000.0 -2.57405e+31
M 0.2 1100.0 0.32475535 5.0 0.96315 1.32029 1.6047 1866.98 21.05 11125.42 0.20148 431095000000.0 4975440000000.0 63038200000.0 90425900000.0 -2.57768e+31
M 0.2 1100.0 0.32475535 10.0 0.96308 1.32014 1.60451 1865.8 18.9 11122.937 0.20149 71802300000.0 3790470000000.0 10499500000.0 15061100000.0 -2.57795e+31
M 0.2 1100.0 0.32475535 20.0 0.96308 1.32014 1.60451 1865.8 18.9 11122.937 0.20149 2.97978 3688090000000.0 0.43573 0.625034 -2.57795e+31
M 0.2 1100.0 0.41382762 0.001 1.5567 3.15998 3.8337 6563.86 746.52 16520.0 0.1004 0.0 0.0 0.0 0.0 6.74336e+29
M 0.2 1100.0 0.41382762 0.0015 1.18103 1.78626 2.13041 4019.29 365.41 14389.557 0.17739 5.33016e+17 89314500000000.0 1.71311e+17 2.37663e+16 -2.88475e+31
M 0.2 1100.0 0.41382762 0.002 1.14462 1.65803 1.97531 3531.37 287.99 13825.058 0.18485 1.93291e+17 89290700000000.0 6.21235e+16 8618520000000000.0 -3.17084e+31
M 0.2 1100.0 0.41382762 0.003 1.11618 1.57251 1.87238 3192.57 233.39 13384.089 0.190672 7.93554e+16 89243000000000.0 2.55048e+16 3538330000000000.0 -3.39433e+31
M 0.2 1100.0 0.41382762 0.005 1.09243 1.50796 1.79522 2912.66 189.46 12983.787 0.19554 3.29352e+16 89147500000000.0 1.05854e+16 1468530000000000.0 -3.58099e+31
M 0.2 1100.0 0.41382762 0.01 1.07055 1.4501 1.72575 2608.2 146.39 12506.529 0.20003 1.12547e+16 88909900000000.0 3617270000000000.0 501831000000000.0 -3.75295e+31
M 0.2 1100.0 0.41382762 0.02 1.05444 1.40966 1.67663 2398.97 116.81 12150.585 0.20332449 4389400000000000.0 88437100000000.0 1410750000000000.0 195717000000000.0 -3.87951e+31
M 0.2 1100.0 0.41382762 0.03 1.04666 1.39129 1.65403 2290.42 102.55 11956.172 0.20492462 2546210000000000.0 87967400000000.0 818352000000000.0 113532000000000.0 -3.94063e+31
M 0.2 1100.0 0.41382762 0.05 1.03826 1.37233 1.63047 2174.6 87.43 11740.878 0.20664245 1296170000000000.0 87038000000000.0 416589000000000.0 57794200000000.0 -4.00665e+31
M 0.2 1100.0 0.41382762 0.1 1.02899 1.35243 1.60545 2049.17 70.4 11497.983 0.20853971 501752000000000.0 84766900000000.0 161263000000000.0 22372300000000.0 -4.07953e+31
M 0.2 1100.0 0.41382762 0.2 1.02232 1.33881 1.58811 1960.1 55.84 11318.911 0.2099117 164902000000000.0 80456400000000.0 52999600000000.0 7352740000000.0 -4.13196e+31
M 0.2 1100.0 0.41382762 0.5 1.01804 1.33026 1.57718 1901.77 42.12 11198.496 0.21078784 23535900000000.0 69558900000000.0 7564420000000.0 1049430000000.0 -4.16556e+31
M 0.2 1100.0 0.41382762 1.0 1.01708 1.32836 1.57474 1888.15 36.84 11170.007 0.21098278 4945600000000.0 56086200000000.0 1589510000000.0 220517000000.0 -4.17311e+31
M 0.2 1100.0 0.41382762 2.0 1.0165 1.32722 1.57328 1879.78 32.51 11152.422 0.21110461 2344490000000.0 32938100000000.0 753517000000.0 104537000000.0 -4.17765e+31
M 0.2 1100.0 0.41382762 5.0 1.01577 1.32577 1.57141 1868.59 21.8 11128.831 0.21125 554857000000.0 6107720000000.0 178331000000.0 24740200000.0 -4.18341e+31
M 0.2 1100.0 0.41382762 10.0 1.01548 1.32523 1.57071 1865.71 11.78 11122.73 0.21131 135782000000.0 478222000000.0 43640200000.0 6054290000.0 -4.18566e+31
M 0.2 1100.0 0.41382762 20.0 1.01544 1.32515 1.57061 1865.38 10.0 11122.046 0.21132 5.56004 174977000000.0 1.787 0.247913 -4.186e+31
M 0.2 1100.0 0.52733018 0.001 1.65961 3.04189 3.62204 6563.86 768.75 16520.0 0.19848 0.0 0.0 0.0 0.0 -1.91822e+31
M 0.2 1100.0 0.52733018 0.0015 1.20449 1.66362 1.93849 3680.78 324.29 14006.048 0.20602 3.14946e+17 113811000000000.0 4.02702e+16 1.14745e+17 -5.41516e+31
M 0.2 1100.0 0.52733018 0.002 1.17475 1.57939 1.8394 3281.2 257.75 13503.8 0.206515 1.19637e+17 113781000000000.0 1.52972e+16 4.35877e+16 -5.64366e+31
M 0.2 1100.0 0.52733018 0.003 1.15088 1.51617 1.76409 2991.83 209.03 13100.571 0.206908 4.97004e+16 113720000000000.0 6354880000000000.0 1.81075e+16 -5.8271e+31
M 0.2 1100.0 0.52733018 0.005 1.13138 1.46787 1.70692 2714.36 167.39 12678.2 0.20723556 1.96869e+16 113599000000000.0 2517240000000000.0 7172600000000000.0 -5.97686e+31
M 0.2 1100.0 0.52733018 0.01 1.11335 1.42652 1.65832 2462.09 130.39 12260.5 0.2075304 6984970000000000.0 113296000000000.0 893125000000000.0 2544860000000000.0 -6.11541e+31
M 0.2 1100.0 0.52733018 0.02 1.0999 1.3975 1.62382 2272.52 103.77 11923.425 0.20775904 2692290000000000.0 112694000000000.0 344246000000000.0 980890000000000.0 -6.21873e+31
M 0.2 1100.0 0.52733018 0.03 1.09348 1.38446 1.60816 2180.17 91.26 11751.426 0.20786427 1563130000000000.0 112098000000000.0 199868000000000.0 569502000000000.0 -6.26807e+31
M 0.2 1100.0 0.52733018 0.05 1.08667 1.37111 1.59199 2080.59 77.31 11559.82 0.20797858 762459000000000.0 110916000000000.0 97490900000000.0 277789000000000.0 -6.32044e+31
M 0.2 1100.0 0.52733018 0.1 1.07967 1.35801 1.576 1981.12 61.67 11361.684 0.20809138 264745000000000.0 108047000000000.0 33851300000000.0 96455300000000.0 -6.37416e+31
M 0.2 1100.0 0.52733018 0.2 1.07544 1.35035 1.56657 1921.95 49.35 11240.457 0.2081586 72105800000000.0 102693000000000.0 9219720000000.0 26270500000000.0 -6.4067e+31
M 0.2 1100.0 0.52733018 0.5 1.07363 1.34712 1.56259 1895.63 41.1 11185.657 0.20819 8900460000000.0 90403400000000.0 1138050000000.0 3242740000000.0 -6.42056e+31
M 0.2 1100.0 0.52733018 1.0 1.07317 1.34628 1.56155 1888.55 37.9 11170.843 0.2082 1709770000000.0 69526000000000.0 218618000000.0 622927000000.0 -6.42415e+31
M 0.2 1100.0 0.52733018 2.0 1.07267 1.34537 1.56044 1880.65 33.27 11154.257 0.20821 1477540000000.0 40396600000000.0 188925000000.0 538319000000.0 -6.42801e+31
M 0.2 1100.0 0.52733018 5.0 1.0717 1.34374 1.55839 1870.06 22.58 11131.929 0.20822 742402000000.0 9114830000000.0 94926400000.0 270482000000.0 -6.4354e+31
M 0.2 1100.0 0.52733018 10.0 1.0715 1.3434 1.55797 1868.29 19.86 11128.198 0.20823 395881000000.0 4573440000000.0 50618900000.0 144233000000.0 -6.437e+31
M 0.2 1100.0 0.52733018 20.0 1.0715 1.3434 1.55797 1868.29 19.86 11128.198 0.20823 16.3104 4419050000000.0 2.08551 5.94238 -6.437e+31
M 0.2 1100.0 0.67196366 0.001 1.57959 2.5647 2.97294 6563.86 833.84 16520.0 0.12256 0.0 0.0 0.0 0.0 -3.39411e+31
M 0.2 1100.0 0.67196366 0.0015 1.28332 1.71889 1.96161 4086.49 406.83 14461.721 0.18852 9.63408e+17 145027000000000.0 3.2152e+17 3.7426e+16 -7.95464e+31
M 0.2 1100.0 0.67196366 0.002 1.24989 1.62909 1.85922 3570.8 317.92 13873.556 0.195965 3.40583e+17 144988000000000.0 1.13663e+17 1.32308e+16 -8.46922e+31
M 0.2 1100.0 0.67196366 0.003 1.22437 1.565 1.78545 3211.23 255.72 13409.556 0.20165 1.36888e+17 144911000000000.0 4.56839e+16 5317770000000000.0 -8.862e+31
M 0.2 1100.0 0.67196366 0.005 1.20321 1.51483 1.72719 2940.21 208.42 13024.771 0.206356 5.83535e+16 144756000000000.0 1.94744e+16 2266890000000000.0 -9.18772e+31
M 0.2 1100.0 0.67196366 0.01 1.18297 1.46869 1.67333 2634.0 161.22 12548.797 0.21086905 2.01163e+16 144370000000000.0 6713460000000000.0 781470000000000.0 -9.49941e+31
M 0.2 1100.0 0.67196366 0.02 1.16815 1.43639 1.63534 2416.73 128.37 12181.748 0.21416288 7837350000000000.0 143603000000000.0 2615570000000000.0 304462000000000.0 -9.72733e+31
M 0.2 1100.0 0.67196366 0.03 1.16097 1.42132 1.61752 2310.15 112.72 11992.037 0.21576519 4561140000000000.0 142839000000000.0 1522200000000000.0 177189000000000.0 -9.8379e+31
M 0.2 1100.0 0.67196366 0.05 1.15322 1.40598 1.59915 2191.39 96.01 11772.612 0.21749267 2323850000000000.0 141330000000000.0 775542000000000.0 90275800000000.0 -9.95721e+31
M 0.2 1100.0 0.67196366 0.1 1.14466 1.39011 1.58017 2060.24 76.86 11519.842 0.21939565 887144000000000.0 137639000000000.0 296068000000000.0 34463400000000.0 -1.00889e+32
M 0.2 1100.0 0.67196366 0.2 1.13852 1.37965 1.56781 1968.14 61.25 11335.294 0.22076698 302621000000000.0 130630000000000.0 100994000000000.0 11756100000000.0 -1.01836e+32
M 0.2 1100.0 0.67196366 0.5 1.13441 1.37286 1.55974 1905.23 45.33 11205.707 0.22167635 42640900000000.0 112831000000000.0 14230600000000.0 1656490000000.0 -1.02468e+32
M 0.2 1100.0 0.67196366 1.0 1.13347 1.37133 1.55792 1891.01 40.04 11176.0 0.22188862 11396400000000.0 91356200000000.0 3803330000000.0 442721000000.0 -1.02612e+32
M 0.2 1100.0 0.67196366 2.0 1.13287 1.37036 1.55676 1882.4 34.78 11157.921 0.222019 3879590000000.0 54480800000000.0 1294740000000.0 150712000000.0 -1.02705e+32
M 0.2 1100.0 0.67196366 5.0 1.13202 1.36903 1.55516 1871.46 23.52 11134.874 0.22221275 1022030000000.0 11008200000000.0 341084000000.0 39703300000.0 -1.02835e+32
M 0.2 1100.0 0.67196366 10.0 1.13173 1.36858 1.55462 1868.3 12.11 11128.203 0.22227601 212013000000.0 1644480000000.0 70755500000.0 8236180000.0 -1.0288e+32
M 0.2 1100.0 0.67196366 20.0 1.1317 1.36853 1.55456 1868.0 10.0 11127.585 0.22228 6.69415 327770000000.0 2.23405 0.260051 -1.02884e+32
M 0.2 1100.0 0.85626648 0.001 1.58444 2.34163 2.65313 6563.86 882.24 16520.0 0.13965 0.0 0.0 0.0 0.0 -7.6478e+31
M 0.2 1100.0 0.85626648 0.0015 1.34011 1.7141 1.92173 4072.93 420.63 14447.259 0.19478 1.19418e+18 184805000000000.0 4.08063e+17 4.54544e+16 -1.29153e+32
M 0.2 1100.0 0.85626648 0.002 1.30841 1.63357 1.82971 3576.47 330.85 13880.496 0.20193 4.35373e+17 184754000000000.0 1.48771e+17 1.65717e+16 -1.35988e+32
M 0.2 1100.0 0.85626648 0.003 1.28474 1.5776 1.766 3216.16 266.43 13416.264 0.20727 1.76662e+17 184656000000000.0 6.03672e+16 6724340000000000.0 -1.41091e+32
M 0.2 1100.0 0.85626648 0.005 1.26498 1.53471 1.71741 2942.86 217.14 13028.681 0.211735 7.55934e+16 184460000000000.0 2.5831e+16 2877330000000000.0 -1.45351e+32
M 0.2 1100.0 0.85626648 0.01 1.24572 1.49459 1.67177 2644.66 168.48 12566.148 0.21607714 2.64663e+16 183967000000000.0 9043820000000000.0 1007400000000000.0 -1.49503e+32
M 0.2 1100.0 0.85626648 0.02 1.23166 1.46647 1.63961 2422.27 133.86 12191.435 0.21924863 1.02517e+16 182990000000000.0 3503120000000000.0 390215000000000.0 -1.52532e+32
M 0.2 1100.0 0.85626648 0.03 1.22485 1.45328 1.62446 2319.6 117.96 12009.109 0.2207847 6060240000000000.0 182019000000000.0 2070850000000000.0 230673000000000.0 -1.54002e+32
M 0.2 1100.0 0.85626648 0.05 1.2173 1.43955 1.60854 2200.46 100.58 11789.672 0.22248614 3107270000000000.0 180090000000000.0 1061780000000000.0 118273000000000.0 -1.5563e+32
M 0.2 1100.0 0.85626648 0.1 1.20896 1.42504 1.5916 2067.12 80.52 11533.382 0.22437172 1190900000000000.0 175379000000000.0 406944000000000.0 45329700000000.0 -1.57427e+32
M 0.2 1100.0 0.85626648 0.2 1.20309 1.41523 1.58007 1971.86 63.74 11342.868 0.22569357 398211000000000.0 166465000000000.0 136073000000000.0 15157200000000.0 -1.58694e+32
