# %ECSV 1.0
# ---
# datatype:
# - {name: ST, datatype: string}
# - {name: WMF, datatype: float64}
# - {name: T_eq, datatype: float64}
# - {name: M_p, datatype: float64}
# - {name: Age, datatype: float64}
# - {name: R_b, datatype: float64}
# - {name: R_20mbar, datatype: float64}
# - {name: R_1mibar, datatype: float64}
# - {name: T_b, datatype: float64}
# - {name: T_int, datatype: float64}
# - {name: s_env, datatype: float64}
# - {name: I/MR^2, datatype: float64}
# - {name: L_env, datatype: float64}
# - {name: L_rad, datatype: float64}
# - {name: L_core, datatype: float64}
# - {name: L_grav, datatype: float64}
# - {name: u_tot, datatype: float64}
# meta: !!omap
# - comments: [Evolutionary tracks from the Steam Worlds Evolution Extended in Temperature model (Aguichine+2025), '', 'Model summary:',
#     'Earth-like core (32.5% iron-sulfur alloy, 67.5% mantle with Earth-like Fe/Si ratio)', Pure H2O envelope and pure H2O atmosphere
#       connected at P_b = 1000 bar, '', 'Parameters:', 'ST: Stellar Type (M or G), for radiative transfer in the atmosphere', 'WMF: Water
#       Mass Fraction, between 0.001 and 1', 'T_eq: Equilibrium temperature (K), between 500 K and 700 K', 'M_p: Planet mass (M_e), between
#       0.2 M_E and 20.0 M_E', 'Age: Host star age (Gyr), between 0.001 Gyr and 20 Gyr, assuming the planet formed at t_0 = 1 Myr (can
#       be adjusted)', '', 'Model outputs:', 'R_b: Planet radius (R_E) at 1000 bar', 'R_20mbar : Planet radius (R_E) at 20 mbar, pressure
#       level where pure steam is opaque at 1 micron', 'R_1mibar : Planet radius (R_E) at 1 microbar (0.1 Pa), pressure level of aerosols/haze
#       formation', 'T_b: Temperature (K) at 1000 bar)', 'T_int: Intrinsic temperature (K), nominal values are between 10 K and 400 K',
#     's_env: Specific entropy of H2O in the envelope (in J/K/kg)', 'I/MR^2: Normalized moment of inertia', '', 'Sources of energy for
#       the cooling, expressed as luminosities (in W):', 'L_env: energy from the H2O envelope (thermal + gravitational)', 'L_rad: radiogenic
#       heat produced in the core', 'L_core: thermal energy of the core', 'L_grav: gravitational energy of the core', 'u_tot: total energy
#       of the planet, obtained by fully integrating thermal (cp*T*dm) and gravitational energy', '', '', 'By construction:', L_env +
#       L_rad + L_core + L_grav = L_int = (4 * Pi * R_p**2) * (sigma_SB * T_int**4), d u_tot / d t = -L_int + L_rad, '', 'NB: The last
#       line of each track represents an estimate of the time until "full exhaustion".', '########################################################################################################',
#     ST    WMF    T_eq          M_p       Age       R_b  R_20mbar  R_1mibar       T_b     T_int           s_env          I/MR^2        L_env         L_rad        L_core        L_grav        u_tot]
# schema: astropy-2.0
ST WMF T_eq M_p Age R_b R_20mbar R_1mibar T_b T_int s_env I/MR^2 L_env L_rad L_core L_grav u_tot
M 0.4 900.0 3.66596142 0.005 1.95339 2.10663 2.18675 3201.94 308.0 13396.891 0.23348444 9.08134e+17 592297000000000.0 8.80087e+16 9862070000000000.0 -1.81038e+33
M 0.4 900.0 3.66596142 0.01 1.93061 2.06982 2.14771 2883.38 243.05 12939.871 0.23681227 3.44139e+17 590721000000000.0 3.33511e+16 3737250000000000.0 -1.84042e+33
M 0.4 900.0 3.66596142 0.02 1.91255 2.04165 2.11779 2645.14 195.22 12566.936 0.23945561 1.40108e+17 587564000000000.0 1.35781e+16 1521530000000000.0 -1.86425e+33
M 0.4 900.0 3.66596142 0.03 1.90362 2.02808 2.10339 2504.98 171.41 12333.933 0.240755 8.23681e+16 584438000000000.0 7982420000000000.0 894493000000000.0 -1.87603e+33
M 0.4 900.0 3.66596142 0.05 1.89376 2.01347 2.08793 2357.41 146.29 12076.963 0.24219808 4.30526e+16 578248000000000.0 4172300000000000.0 467539000000000.0 -1.88903e+33
M 0.4 900.0 3.66596142 0.1 1.88232 1.99709 2.07069 2194.99 118.67 11779.39 0.24387359 1.81471e+16 563097000000000.0 1758660000000000.0 197072000000000.0 -1.90411e+33
M 0.4 900.0 3.66596142 0.2 1.87257 1.98388 2.05676 2050.43 96.43 11500.484 0.24530009 7584000000000000.0 533941000000000.0 734977000000000.0 82360000000000.0 -1.91697e+33
M 0.4 900.0 3.66596142 0.5 1.86252 1.97077 2.04291 1899.69 72.92 11194.153 0.24676913 2212080000000000.0 455610000000000.0 214376000000000.0 24022500000000.0 -1.93023e+33
M 0.4 900.0 3.66596142 1.0 1.85725 1.9641 2.03585 1818.64 58.16 11022.269 0.24753711 756057000000000.0 351445000000000.0 73270700000000.0 8210560000000.0 -1.93717e+33
M 0.4 900.0 3.66596142 2.0 1.85384 1.95989 2.03138 1768.39 45.2 10912.985 0.24803645 214842000000000.0 209928000000000.0 20820700000000.0 2333120000000.0 -1.94167e+33
M 0.4 900.0 3.66596142 5.0 1.85203 1.95764 2.02899 1735.93 28.91 10841.245 0.24830017 34212000000000.0 52711200000000.0 3315540000000.0 371533000000.0 -1.94406e+33
M 0.4 900.0 3.66596142 10.0 1.85167 1.95719 2.02852 1730.55 18.84 10829.23 0.24835224 14984500000000.0 21310700000000.0 1452170000000.0 162727000000.0 -1.94453e+33
M 0.4 900.0 3.66596142 20.0 1.85162 1.95713 2.02845 1728.67 10.0 10825.047 0.24836 633.84 12717100000000.0 61.4265 6.88333 -1.9446e+33
M 0.4 900.0 4.67144294 0.001 2.26678 2.55014 2.64404 6563.86 1114.6 16520.0 0.20699 0.0 0.0 0.0 0.0 -2.43598e+33
M 0.4 900.0 4.67144294 0.0015 2.1338 2.31429 2.39005 4385.59 586.21 14768.784 0.2259 1.42127e+19 756163000000000.0 1.36795e+18 1.6323e+17 -2.68147e+33
M 0.4 900.0 4.67144294 0.002 2.10523 2.26739 2.34063 3947.06 483.61 14310.594 0.22996 6.41273e+18 755961000000000.0 6.17213e+17 7.36487e+16 -2.73423e+33
M 0.4 900.0 4.67144294 0.003 2.07934 2.2266 2.29763 3587.86 399.17 13894.391 0.23364 2.90397e+18 755555000000000.0 2.79501e+17 3.33514e+16 -2.78202e+33
M 0.4 900.0 4.67144294 0.005 2.05705 2.1909 2.26029 3221.11 322.7 13422.979 0.236805 1.21327e+18 754749000000000.0 1.16775e+17 1.39342e+16 -2.82318e+33
M 0.4 900.0 4.67144294 0.01 2.03498 2.15697 2.22472 2894.34 254.22 12956.358 0.23994773 4.57598e+17 752738000000000.0 4.4043e+16 5255410000000000.0 -2.86392e+33
M 0.4 900.0 4.67144294 0.02 2.01754 2.131 2.19747 2657.83 204.42 12587.511 0.24242846 1.88011e+17 748741000000000.0 1.80957e+16 2159260000000000.0 -2.89613e+33
M 0.4 900.0 4.67144294 0.03 2.0088 2.11837 2.18422 2521.16 179.86 12361.368 0.24366955 1.11197e+17 744736000000000.0 1.07025e+16 1277070000000000.0 -2.91227e+33
M 0.4 900.0 4.67144294 0.05 1.9991 2.10459 2.16976 2370.57 153.6 12100.375 0.24505078 5.83336e+16 736843000000000.0 5614490000000000.0 669948000000000.0 -2.93016e+33
M 0.4 900.0 4.67144294 0.1 1.98783 2.08882 2.1532 2204.17 124.49 11796.62 0.24665133 2.45844e+16 717514000000000.0 2366200000000000.0 282346000000000.0 -2.95098e+33
M 0.4 900.0 4.67144294 0.2 1.97837 2.0761 2.13983 2057.5 100.75 11514.438 0.24799948 1.01147e+16 680285000000000.0 973520000000000.0 116165000000000.0 -2.96844e+33
M 0.4 900.0 4.67144294 0.5 1.96849 2.06345 2.12648 1905.86 76.31 11207.037 0.24940343 2993800000000000.0 580002000000000.0 288147000000000.0 34383100000000.0 -2.98667e+33
M 0.4 900.0 4.67144294 1.0 1.96337 2.05706 2.11973 1824.64 61.31 11035.183 0.25012689 1066440000000000.0 447506000000000.0 102643000000000.0 12247900000000.0 -2.99614e+33
M 0.4 900.0 4.67144294 2.0 1.96018 2.05314 2.11557 1769.35 46.83 10915.103 0.25058086 280326000000000.0 270029000000000.0 26980800000000.0 3219480000000.0 -3.00201e+33
M 0.4 900.0 4.67144294 5.0 1.95806 2.05059 2.11289 1739.46 31.65 10849.082 0.25088406 67709200000000.0 68922800000000.0 6516880000000.0 777625000000.0 -3.00593e+33
M 0.4 900.0 4.67144294 10.0 1.95758 2.05001 2.11227 1730.83 17.74 10829.849 0.25095 17068500000000.0 19934800000000.0 1642810000000.0 196028000000.0 -3.00681e+33
M 0.4 900.0 4.67144294 20.0 1.95758 2.05 2.11226 1729.8 10.0 10827.562 0.25095 721.996 13729300000000.0 69.4907 8.29196 -3.00681e+33
M 0.4 900.0 5.95270288 0.001 2.36698 2.60865 2.68815 6563.86 1156.03 16520.0 0.21238 0.0 0.0 0.0 0.0 -3.87468e+33
M 0.4 900.0 5.95270288 0.0015 2.24163 2.39951 2.46521 4408.05 613.09 14790.966 0.229605 1.87708e+19 963559000000000.0 1.79636e+18 2.35687e+17 -4.19805e+33
M 0.4 900.0 5.95270288 0.002 2.21388 2.35539 2.41874 3966.58 505.86 14332.085 0.23342 8.48406e+18 963300000000000.0 8.1192e+17 1.06526e+17 -4.26962e+33
M 0.4 900.0 5.95270288 0.003 2.18906 2.31719 2.37856 3601.6 417.35 13911.083 0.236828 3.84619e+18 962788000000000.0 3.68078e+17 4.82928e+16 -4.33365e+33
M 0.4 900.0 5.95270288 0.005 2.16709 2.28348 2.34327 3244.71 338.84 13454.911 0.23984125 1.6359e+18 961758000000000.0 1.56554e+17 2.05403e+16 -4.39032e+33
M 0.4 900.0 5.95270288 0.01 2.14539 2.25136 2.30978 2909.3 266.69 12978.768 0.24283091 6.15547e+17 959193000000000.0 5.89075e+16 7728810000000000.0 -4.44632e+33
M 0.4 900.0 5.95270288 0.02 2.12826 2.22703 2.2845 2667.5 214.42 12603.145 0.24517922 2.53094e+17 954098000000000.0 2.4221e+16 3177850000000000.0 -4.4905e+33
M 0.4 900.0 5.95270288 0.03 2.11964 2.21505 2.27206 2538.02 188.76 12389.808 0.24636323 1.50153e+17 948993000000000.0 1.43695e+16 1885320000000000.0 -4.51274e+33
M 0.4 900.0 5.95270288 0.05 2.11015 2.20211 2.25862 2381.03 160.69 12118.939 0.24766885 7.78596e+16 938930000000000.0 7451120000000000.0 977605000000000.0 -4.53723e+33
M 0.4 900.0 5.95270288 0.1 2.09921 2.18741 2.24334 2209.55 129.95 11806.709 0.24917415 3.25624e+16 914292000000000.0 3116200000000000.0 408854000000000.0 -4.56545e+33
M 0.4 900.0 5.95270288 0.2 2.09012 2.17558 2.23104 2066.36 105.58 11531.894 0.25041653 1.36489e+16 867087000000000.0 1306190000000000.0 171376000000000.0 -4.58891e+33
M 0.4 900.0 5.95270288 0.5 2.08027 2.16337 2.21831 1910.2 79.65 11216.066 0.25177124 3987690000000000.0 739392000000000.0 381620000000000.0 50069500000000.0 -4.6143e+33
M 0.4 900.0 5.95270288 1.0 2.07519 2.15723 2.2119 1827.25 63.67 11040.805 0.25247089 1397850000000000.0 569741000000000.0 133773000000000.0 17551400000000.0 -4.62741e+33
M 0.4 900.0 5.95270288 2.0 2.07185 2.15327 2.20778 1774.09 50.06 10925.499 0.25293063 440283000000000.0 341359000000000.0 42134800000000.0 5528190000000.0 -4.63603e+33
M 0.4 900.0 5.95270288 5.0 2.06992 2.15099 2.20539 1739.19 31.36 10848.481 0.25319346 67760500000000.0 88665500000000.0 6484640000000.0 850801000000.0 -4.64101e+33
M 0.4 900.0 5.95270288 10.0 2.06944 2.15044 2.20481 1731.82 18.3 10832.066 0.2532618 17784100000000.0 22249800000000.0 1701930000000.0 223297000000.0 -4.64224e+33
M 0.4 900.0 5.95270288 20.0 2.06902 2.14997 2.20433 1730.86 10.0 10829.93 0.25332 752.266 12960800000000.0 71.9915 9.44547 -4.64332e+33
M 0.4 900.0 7.58538038 0.001 2.47347 2.68059 2.74819 6563.86 1198.2 16520.0 0.21751 0.0 0.0 0.0 0.0 -6.12834e+33
M 0.4 900.0 7.58538038 0.0015 2.35542 2.49212 2.54874 4415.55 637.96 14798.365 0.2331 2.42963e+19 1227840000000000.0 2.31665e+18 3.12906e+17 -6.55329e+33
M 0.4 900.0 7.58538038 0.002 2.32879 2.4523 2.50709 3988.44 529.4 14356.005 0.23661333 1.12601e+19 1227510000000000.0 1.07365e+18 1.45016e+17 -6.64915e+33
M 0.4 900.0 7.58538038 0.003 2.30473 2.41687 2.47017 3615.41 436.15 13927.795 0.23979 5.08452e+18 1226860000000000.0 4.84809e+17 6.54822e+16 -6.73574e+33
M 0.4 900.0 7.58538038 0.005 2.28326 2.3856 2.43769 3267.15 355.07 13485.047 0.24262222 2.1895e+18 1225540000000000.0 2.08769e+17 2.8198e+16 -6.81304e+33
M 0.4 900.0 7.58538038 0.01 2.26211 2.35531 2.40629 2921.68 278.8 12997.248 0.24541714 8.17417e+17 1222280000000000.0 7.79407e+16 1.05273e+16 -6.88916e+33
M 0.4 900.0 7.58538038 0.02 2.24549 2.33219 2.3823 2674.15 223.94 12613.87 0.2476148 3.35177e+17 1215780000000000.0 3.19591e+16 4316650000000000.0 -6.94899e+33
M 0.4 900.0 7.58538038 0.03 2.23711 2.32076 2.37044 2553.88 197.7 12416.423 0.24871455 2.0128e+17 1209280000000000.0 1.91921e+16 2592230000000000.0 -6.97914e+33
M 0.4 900.0 7.58538038 0.05 2.22774 2.30834 2.35756 2396.03 168.8 12145.404 0.24995336 1.05703e+17 1196460000000000.0 1.00787e+16 1361320000000000.0 -7.01287e+33
M 0.4 900.0 7.58538038 0.1 2.21682 2.29406 2.34274 2221.65 136.8 11829.346 0.25139929 4.46485e+16 1165050000000000.0 4257230000000000.0 575016000000000.0 -7.0522e+33
M 0.4 900.0 7.58538038 0.2 2.20761 2.28229 2.33051 2078.92 111.27 11556.542 0.25261707 1.8862e+16 1104710000000000.0 1798490000000000.0 242919000000000.0 -7.08535e+33
M 0.4 900.0 7.58538038 0.5 2.19786 2.27033 2.31807 1914.06 82.94 11224.086 0.2538995 5258060000000000.0 941578000000000.0 501356000000000.0 67717100000000.0 -7.12045e+33
M 0.4 900.0 7.58538038 1.0 2.19252 2.26406 2.31153 1837.32 68.01 11062.362 0.25460468 2130140000000000.0 721092000000000.0 203109000000000.0 27433500000000.0 -7.13965e+33
M 0.4 900.0 7.58538038 2.0 2.18935 2.26031 2.30762 1778.66 52.81 10935.52 0.25502747 635659000000000.0 439909000000000.0 60610100000000.0 8186480000000.0 -7.15108e+33
M 0.4 900.0 7.58538038 5.0 2.18701 2.25761 2.30481 1740.89 33.37 10852.275 0.25532948 105943000000000.0 109668000000000.0 10101700000000.0 1364410000000.0 -7.15947e+33
M 0.4 900.0 7.58538038 10.0 2.18668 2.25722 2.3044 1734.87 22.58 10838.867 0.25537798 42962200000000.0 52862200000000.0 4096450000000.0 553299000000.0 -7.16069e+33
M 0.4 900.0 7.58538038 20.0 2.18649 2.257 2.30417 1731.88 10.0 10832.204 0.2554 1813.0 39111100000000.0 172.869 23.3491 -7.16139e+33
M 0.4 900.0 9.66586048 0.001 2.58612 2.76457 2.82235 6563.86 1241.01 16520.0 0.22233 0.0 0.0 0.0 0.0 -9.64568e+33
M 0.4 900.0 9.66586048 0.0015 2.47598 2.59438 2.64314 4430.64 665.73 14813.179 0.23627 3.18754e+19 1564610000000000.0 3.03405e+18 3.66882e+17 -1.0202e+34
M 0.4 900.0 9.66586048 0.002 2.45028 2.55728 2.60433 4012.66 554.49 14382.362 0.239525 1.5021e+19 1564190000000000.0 1.42977e+18 1.72889e+17 -1.03319e+34
M 0.4 900.0 9.66586048 0.003 2.42698 2.52426 2.57016 3631.02 456.17 13946.62 0.2424725 6.75576e+18 1563350000000000.0 6.43045e+17 7.77579e+16 -1.04495e+34
M 0.4 900.0 9.66586048 0.005 2.40605 2.49523 2.5402 3295.18 373.19 13522.389 0.24512 2.97081e+18 1561680000000000.0 2.82775e+17 3.41936e+16 -1.05553e+34
M 0.4 900.0 9.66586048 0.01 2.38518 2.46658 2.51073 2942.14 293.24 13027.626 0.24776667 1.11338e+18 1557510000000000.0 1.05977e+17 1.28149e+16 -1.06607e+34
M 0.4 900.0 9.66586048 0.02 2.36872 2.44457 2.48807 2688.81 235.64 12637.421 0.24984653 4.57823e+17 1549240000000000.0 4.35777e+16 5269470000000000.0 -1.07438e+34
M 0.4 900.0 9.66586048 0.03 2.3604 2.43362 2.4768 2568.11 208.13 12440.161 0.2509 2.76445e+17 1541010000000000.0 2.63133e+16 3181840000000000.0 -1.07859e+34
M 0.4 900.0 9.66586048 0.05 2.35107 2.42162 2.46445 2413.05 177.58 12175.319 0.25208041 1.44424e+17 1524590000000000.0 1.3747e+16 1662300000000000.0 -1.0833e+34
M 0.4 900.0 9.66586048 0.1 2.34025 2.40796 2.45038 2232.79 143.65 11850.076 0.25345357 6.06601e+16 1484560000000000.0 5773910000000000.0 698189000000000.0 -1.08876e+34
M 0.4 900.0 9.66586048 0.2 2.33118 2.39668 2.43876 2090.08 116.97 11578.355 0.25460284 2.58052e+16 1407900000000000.0 2456260000000000.0 297014000000000.0 -1.09335e+34
M 0.4 900.0 9.66586048 0.5 2.32132 2.38496 2.42669 1929.75 88.59 11256.576 0.2558471 7794920000000000.0 1200930000000000.0 741958000000000.0 89718500000000.0 -1.09833e+34
M 0.4 900.0 9.66586048 1.0 2.31597 2.37873 2.42025 1836.13 70.02 11059.82 0.2565221 2644590000000000.0 922783000000000.0 251725000000000.0 30438900000000.0 -1.10103e+34
M 0.4 900.0 9.66586048 2.0 2.31256 2.37483 2.41623 1779.62 54.56 10937.618 0.2569563 820050000000000.0 552537000000000.0 78056300000000.0 9438670000000.0 -1.10275e+34
M 0.4 900.0 9.66586048 5.0 2.31047 2.37244 2.41376 1740.12 32.45 10850.551 0.25722486 102212000000000.0 132358000000000.0 9729000000000.0 1176440000000.0 -1.10381e+34
M 0.4 900.0 9.66586048 10.0 2.31016 2.3721 2.4134 1735.52 22.85 10840.309 0.25726278 41335400000000.0 69435900000000.0 3934500000000.0 475765000000.0 -1.10397e+34
M 0.4 900.0 9.66586048 20.0 2.30986 2.37177 2.41307 1732.83 10.0 10834.321 0.2573 1744.35 45034100000000.0 166.035 20.0773 -1.10412e+34
M 0.4 900.0 12.31696422 0.001 2.70604 2.85889 2.90798 6563.86 1284.96 16520.0 0.22675 0.0 0.0 0.0 0.0 -1.51194e+34
M 0.4 900.0 12.31696422 0.0015 2.60271 2.70608 2.74837 4445.79 694.19 14828.007 0.23922 4.15725e+19 1993740000000000.0 3.9375e+18 5.71745e+17 -1.58536e+34
M 0.4 900.0 12.31696422 0.002 2.57796 2.67204 2.71297 4039.3 580.77 14411.17 0.242215 1.99756e+19 1993200000000000.0 1.89197e+18 2.74723e+17 -1.60295e+34
M 0.4 900.0 12.31696422 0.003 2.55524 2.64067 2.68059 3654.91 478.95 13975.254 0.244956 9.08334e+18 1992140000000000.0 8.6032e+17 1.24923e+17 -1.61908e+34
M 0.4 900.0 12.31696422 0.005 2.53456 2.61284 2.65187 3331.67 393.88 13570.551 0.24745 4.08331e+18 1990000000000000.0 3.86747e+17 5.61577e+16 -1.63378e+34
M 0.4 900.0 12.31696422 0.01 2.51381 2.58497 2.62323 2962.79 308.21 13058.073 0.24995333 1.50667e+18 1984700000000000.0 1.42703e+17 2.07212e+16 -1.64852e+34
M 0.4 900.0 12.31696422 0.02 2.4976 2.56374 2.6014 2701.4 247.29 12657.564 0.25191102 6.1634e+17 1974150000000000.0 5.83761e+16 8476510000000000.0 -1.66004e+34
M 0.4 900.0 12.31696422 0.03 2.48942 2.5532 2.59055 2577.36 218.32 12455.573 0.25290575 3.71644e+17 1963660000000000.0 3.51999e+16 5111210000000000.0 -1.66585e+34
M 0.4 900.0 12.31696422 0.05 2.48021 2.54156 2.57858 2430.4 186.78 12205.603 0.25401627 1.96489e+17 1942760000000000.0 1.86103e+16 2702310000000000.0 -1.6724e+34
M 0.4 900.0 12.31696422 0.1 2.46942 2.52825 2.5649 2246.86 151.38 11876.167 0.25531366 8.32528e+16 1891720000000000.0 7885210000000000.0 1144970000000000.0 -1.68006e+34
M 0.4 900.0 12.31696422 0.2 2.4603 2.51714 2.55348 2100.0 122.99 11597.677 0.25641951 3.52169e+16 1793880000000000.0 3335530000000000.0 484337000000000.0 -1.68654e+34
M 0.4 900.0 12.31696422 0.5 2.45081 2.50602 2.54211 1930.86 91.81 11258.873 0.25755894 1.00105e+16 1529890000000000.0 948131000000000.0 137674000000000.0 -1.69328e+34
M 0.4 900.0 12.31696422 1.0 2.44553 2.50002 2.53596 1838.7 72.79 11065.317 0.25820112 3467530000000000.0 1172840000000000.0 328424000000000.0 47688900000000.0 -1.69704e+34
M 0.4 900.0 12.31696422 2.0 2.44193 2.49605 2.53188 1790.65 60.29 10961.675 0.25863769 1515110000000000.0 708581000000000.0 143502000000000.0 20837200000000.0 -1.6996e+34
M 0.4 900.0 12.31696422 5.0 2.43979 2.49364 2.52942 1745.73 39.35 10862.996 0.25889 225957000000000.0 226947000000000.0 21401300000000.0 3107580000000.0 -1.70112e+34
M 0.4 900.0 12.31696422 10.0 2.43979 2.49364 2.52942 1745.73 39.35 10862.996 0.25889 150638000000000.0 216567000000000.0 14267500000000.0 2071720000000.0 -1.70112e+34
M 0.4 900.0 12.31696422 20.0 2.43979 2.49364 2.52942 1745.73 39.35 10862.996 0.25889 6326.81 195806000000000.0 599.238 87.0127 -1.70112e+34
M 0.4 900.0 15.69519941 0.001 2.83606 2.96795 3.00996 6563.86 1329.01 16520.0 0.23029 0.0 0.0 0.0 0.0 -2.36033e+34
M 0.4 900.0 15.69519941 0.0015 2.73641 2.8261 2.86249 4476.3 728.4 14857.707 0.24175 5.55785e+19 2540570000000000.0 5.23666e+18 9.20884e+17 -2.45967e+34
M 0.4 900.0 15.69519941 0.002 2.71224 2.79432 2.82962 4079.71 612.91 14454.49 0.24453 2.73909e+19 2539890000000000.0 2.5808e+18 4.53842e+17 -2.48377e+34
M 0.4 900.0 15.69519941 0.003 2.68967 2.76414 2.79864 3674.89 501.57 13999.045 0.24713 1.20781e+19 2538530000000000.0 1.13801e+18 2.00123e+17 -2.50628e+34
M 0.4 900.0 15.69519941 0.005 2.66972 2.73801 2.77184 3343.81 410.89 13586.465 0.249428 5.36353e+18 2535820000000000.0 5.05357e+17 8.88686e+16 -2.52616e+34
M 0.4 900.0 15.69519941 0.01 2.64947 2.71182 2.74506 2982.4 323.37 13086.817 0.251761 2.02342e+18 2529050000000000.0 1.90648e+17 3.35261e+16 -2.54635e+34
M 0.4 900.0 15.69519941 0.02 2.63344 2.69151 2.72431 2716.96 259.95 12682.34 0.25360375 8.34835e+17 2515610000000000.0 7.8659e+16 1.38324e+16 -2.56233e+34
M 0.4 900.0 15.69519941 0.03 2.62531 2.68136 2.71393 2590.44 229.66 12477.236 0.25453628 5.05118e+17 2502240000000000.0 4.75927e+16 8369330000000000.0 -2.57043e+34
M 0.4 900.0 15.69519941 0.05 2.61612 2.66999 2.70232 2450.46 196.78 12240.425 0.2555939 2.6889e+17 2475600000000000.0 2.53351e+16 4455270000000000.0 -2.5796e+34
M 0.4 900.0 15.69519941 0.1 2.60522 2.65697 2.68901 2264.69 160.03 11909.041 0.25684551 1.15639e+17 2410560000000000.0 1.08956e+16 1916030000000000.0 -2.59047e+34
M 0.4 900.0 15.69519941 0.2 2.59588 2.64592 2.67772 2114.36 130.22 11625.518 0.25791968 4.93472e+16 2285820000000000.0 4649540000000000.0 817637000000000.0 -2.59977e+34
M 0.4 900.0 15.69519941 0.5 2.586 2.63449 2.66602 1948.53 98.33 11295.236 0.25906002 1.48884e+16 1948660000000000.0 1402800000000000.0 246688000000000.0 -2.60962e+34
M 0.4 900.0 15.69519941 1.0 2.58063 2.62842 2.65981 1850.48 77.93 11090.432 0.25967449 5255060000000000.0 1504110000000000.0 495137000000000.0 87071500000000.0 -2.61498e+34
M 0.4 900.0 15.69519941 2.0 2.57667 2.62405 2.65535 1789.78 61.66 10959.779 0.26013403 1825330000000000.0 891163000000000.0 171985000000000.0 30244000000000.0 -2.61892e+34
M 0.4 900.0 15.69519941 5.0 2.5739 2.621 2.65222 1740.19 32.41 10850.698 0.26045181 128037000000000.0 191883000000000.0 12063800000000.0 2121460000000.0 -2.62168e+34
M 0.4 900.0 15.69519941 10.0 2.57378 2.62085 2.65207 1736.59 22.58 10842.693 0.26046518 29145000000000.0 115373000000000.0 2746070000000.0 482905000000.0 -2.62181e+34
M 0.4 900.0 15.69519941 20.0 2.57362 2.62069 2.6519 1734.62 10.0 10838.317 0.26048 1229.91 75483200000000.0 115.883 20.3785 -2.62197e+34
M 0.4 900.0 20.0 0.001 2.96692 3.08063 3.11653 6563.86 1375.32 16520.0 0.23389 0.0 0.0 0.0 0.0 -3.68183e+34
M 0.4 900.0 20.0 0.0015 2.87458 2.95262 2.98406 4491.66 759.32 14872.58 0.24411 7.23021e+19 3237380000000000.0 6.78223e+18 1.36284e+18 -3.81353e+34
M 0.4 900.0 20.0 0.002 2.85182 2.9231 2.95359 4091.03 639.01 14466.546 0.24663 3.57148e+19 3236530000000000.0 3.3502e+18 6.73197e+17 -3.84598e+34
M 0.4 900.0 20.0 0.003 2.82994 2.89476 2.92448 3702.14 527.2 14031.295 0.249054 1.62896e+19 3234790000000000.0 1.52803e+18 3.07046e+17 -3.8772e+34
M 0.4 900.0 20.0 0.005 2.81034 2.86969 2.89881 3368.88 433.39 13619.127 0.25122 7.3419e+18 3231340000000000.0 6.887e+17 1.38389e+17 -3.90514e+34
M 0.4 900.0 20.0 0.01 2.79009 2.84421 2.8728 3010.47 341.33 13127.642 0.25346421 2.78077e+18 3222700000000000.0 2.60847e+17 5.24153e+16 -3.93402e+34
M 0.4 900.0 20.0 0.02 2.77418 2.82461 2.85286 2735.36 273.94 12711.486 0.25522674 1.14032e+18 3205560000000000.0 1.06967e+17 2.14942e+16 -3.95672e+34
M 0.4 900.0 20.0 0.03 2.76614 2.81482 2.84292 2605.02 241.94 12501.298 0.256116 6.89418e+17 3188530000000000.0 6.46702e+16 1.2995e+16 -3.96818e+34
M 0.4 900.0 20.0 0.05 2.75706 2.80386 2.83176 2463.87 207.23 12263.569 0.25711949 3.67904e+17 3154780000000000.0 3.45109e+16 6934700000000000.0 -3.98114e+34
M 0.4 900.0 20.0 0.1 2.74626 2.79123 2.81892 2279.99 168.6 11937.118 0.25831783 1.58225e+17 3071690000000000.0 1.48421e+16 2982410000000000.0 -3.99653e+34
M 0.4 900.0 20.0 0.2 2.737 2.78052 2.80803 2126.1 137.26 11648.185 0.25933987 6.77847e+16 2912680000000000.0 6358480000000000.0 1277690000000000.0 -4.00975e+34
M 0.4 900.0 20.0 0.5 2.72702 2.76916 2.79647 1955.23 103.04 11308.96 0.26044361 2.00401e+16 2482920000000000.0 1879840000000000.0 377740000000000.0 -4.02398e+34
M 0.4 900.0 20.0 1.0 2.72126 2.76282 2.79002 1863.19 83.53 11117.423 0.26108581 7930410000000000.0 1905850000000000.0 743905000000000.0 149482000000000.0 -4.0322e+34
M 0.4 900.0 20.0 2.0 2.71736 2.75853 2.78566 1789.25 63.3 10958.608 0.26151483 2236760000000000.0 1130820000000000.0 209817000000000.0 42161200000000.0 -4.03776e+34
M 0.4 900.0 20.0 5.0 2.7149 2.75588 2.78296 1747.89 42.22 10867.788 0.26178237 490757000000000.0 279736000000000.0 46035000000000.0 9250390000000.0 -4.04126e+34
M 0.4 900.0 20.0 10.0 2.71429 2.75522 2.78227 1735.89 17.57 10841.144 0.2618537 70861300000000.0 54909000000000.0 6647080000000.0 1335680000000.0 -4.04214e+34
M 0.4 900.0 20.0 20.0 2.71405 2.75497 2.78202 1735.45 10.0 10840.171 0.26188 2990.33 31145500000000.0 280.506 56.3655 -4.04248e+34
M 0.4 1100.0 0.2 0.001 1.77051 5.03113 6.47599 6563.86 589.37 16520.0 0.16384 0.0 0.0 0.0 0.0 8.70461e+30
